Order_ID,Date,Sales,Category,Sub_Category,Region,Quantity,Discount,Profit
CA-2021-10661,2021-11-14,170.49,Office Supplies,Appliances,South,1,0.2,36.7
CA-2021-10662,2021-11-15,87.33,Furniture,Furnishings,East,1,0.1,14.71
CA-2021-10663,2021-11-15,421.52,Office Supplies,Art,South,3,0.15,80.64
CA-2021-10664,2021-11-15,25.43,Technology,Accessories,South,1,0.0,6.26
CA-2021-10665,2021-11-16,127.42,Technology,Machines,South,1,0.15,32.9
CA-2021-10666,2021-11-16,70.63,Furniture,Bookcases,Central,1,0.15,7.74
CA-2021-10667,2021-11-16,414.25,Office Supplies,Appliances,Central,3,0.0,75.76
CA-2021-10668,2021-11-17,119.39,Technology,Phones,South,3,0.2,12.85
CA-2021-10669,2021-11-17,489.01,Technology,Copiers,Central,3,0.15,91.14
CA-2021-10670,2021-11-18,16.08,Technology,Phones,Central,1,0.15,2.31
CA-2021-10671,2021-11-18,524.16,Office Supplies,Appliances,South,4,0.0,114.76
CA-2021-10672,2021-11-19,802.55,Furniture,Furnishings,East,6,0.15,144.45
CA-2021-10673,2021-11-20,42.67,Furniture,Furnishings,East,1,0.2,7.61
CA-2021-10674,2021-11-20,666.31,Furniture,Tables,Central,14,0.2,126.74
CA-2021-10675,2021-11-21,295.78,Technology,Machines,Central,2,0.15,55.86
CA-2021-10676,2021-11-21,261.76,Office Supplies,Storage,West,4,0.15,23.12
CA-2021-10677,2021-11-21,30.21,Technology,Copiers,South,1,0.2,4.28
CA-2021-10678,2021-11-22,22.15,Technology,Machines,West,1,0.15,4.61
CA-2021-10679,2021-11-22,500.04,Furniture,Furnishings,East,4,0.1,95.65
CA-2021-10680,2021-11-23,220.26,Furniture,Chairs,East,1,0.0,60.2
CA-2021-10681,2021-11-23,430.82,Technology,Machines,East,3,0.1,69.99
CA-2021-10682,2021-11-24,197.42,Office Supplies,Art,Central,1,0.1,48.0
CA-2021-10683,2021-11-24,385.35,Furniture,Bookcases,East,4,0.1,35.54
CA-2021-10684,2021-11-25,244.32,Technology,Accessories,South,1,0.1,38.47
CA-2021-10685,2021-11-25,285.55,Technology,Phones,South,3,0.1,26.35
CA-2021-10686,2021-11-26,185.73,Furniture,Chairs,West,2,0.15,34.37
CA-2021-10687,2021-11-26,454.26,Office Supplies,Storage,South,7,0.2,71.93
CA-2021-10688,2021-11-26,50.39,Office Supplies,Art,East,1,0.1,4.62
CA-2021-10689,2021-11-27,983.7,Furniture,Furnishings,Central,16,0.2,94.29
CA-2021-10690,2021-11-28,618.02,Furniture,Furnishings,Central,15,0.15,95.37
CA-2021-10691,2021-11-28,110.48,Furniture,Chairs,Central,1,0.1,19.22
CA-2021-10692,2021-11-28,129.91,Furniture,Furnishings,West,4,0.15,30.96
CA-2021-10693,2021-11-29,51.13,Furniture,Bookcases,West,1,0.1,5.9
CA-2021-10694,2021-11-29,445.71,Office Supplies,Art,South,3,0.15,81.68
CA-2021-10695,2021-11-30,459.48,Office Supplies,Appliances,South,3,0.15,68.17
CA-2021-10696,2021-11-30,0.89,Office Supplies,Appliances,South,1,0.0,0.17
CA-2021-10697,2021-11-30,190.6,Furniture,Bookcases,West,1,0.0,19.69
CA-2021-10698,2021-12-01,389.53,Furniture,Furnishings,Central,8,0.15,95.54
CA-2021-10699,2021-12-01,196.5,Office Supplies,Art,East,2,0.2,37.52
CA-2021-10700,2021-12-02,169.0,Technology,Copiers,South,1,0.15,33.97
CA-2021-10701,2021-12-02,259.77,Technology,Copiers,East,2,0.0,63.36
CA-2021-10702,2021-12-02,154.52,Furniture,Bookcases,East,1,0.2,38.24
CA-2021-10703,2021-12-03,309.42,Furniture,Bookcases,Central,11,0.15,77.65
CA-2021-10704,2021-12-03,94.65,Furniture,Bookcases,Central,1,0.15,11.25
CA-2021-10705,2021-12-03,108.2,Technology,Machines,Central,3,0.0,20.63
CA-2021-10706,2021-12-04,854.41,Furniture,Furnishings,West,5,0.0,225.14
CA-2021-10707,2021-12-05,347.63,Furniture,Tables,Central,3,0.2,48.43
CA-2021-10708,2021-12-05,462.7,Furniture,Tables,South,3,0.2,48.43
CA-2021-10709,2021-12-06,212.52,Technology,Accessories,Central,1,0.0,23.06
CA-2021-10710,2021-12-06,333.95,Furniture,Bookcases,West,5,0.15,27.0
CA-2021-10711,2021-12-07,328.88,Furniture,Furnishings,West,2,0.2,89.24
CA-2021-10712,2021-12-07,120.9,Office Supplies,Appliances,East,2,0.2,14.0
CA-2021-10713,2021-12-07,239.66,Technology,Accessories,West,2,0.0,41.95
CA-2021-10714,2021-12-08,348.93,Technology,Copiers,Central,2,0.0,75.88
CA-2021-10715,2021-12-08,131.76,Office Supplies,Appliances,South,1,0.0,21.34
CA-2021-10716,2021-12-08,226.61,Technology,Accessories,Central,10,0.15,33.27
CA-2021-10717,2021-12-09,207.14,Office Supplies,Paper,East,1,0.1,43.59
CA-2021-10718,2021-12-09,328.43,Office Supplies,Appliances,West,3,0.1,30.16
CA-2021-10719,2021-12-09,31.33,Technology,Machines,East,1,0.2,7.08
CA-2021-10720,2021-12-10,392.82,Furniture,Chairs,East,5,0.15,84.0
CA-2021-10721,2021-12-10,440.82,Technology,Copiers,Central,4,0.0,87.62
CA-2021-10722,2021-12-11,679.76,Technology,Phones,South,14,0.15,166.88
CA-2021-10723,2021-12-12,123.9,Office Supplies,Storage,East,1,0.0,29.64
CA-2021-10724,2021-12-12,428.35,Office Supplies,Appliances,East,5,0.2,56.66
CA-2021-10725,2021-12-12,234.62,Furniture,Furnishings,East,2,0.1,32.29
CA-2021-10726,2021-12-13,519.49,Office Supplies,Appliances,Central,5,0.2,54.92
CA-2021-10727,2021-12-14,595.69,Technology,Accessories,South,6,0.0,62.59
CA-2021-10728,2021-12-15,668.9,Office Supplies,Storage,West,4,0.1,137.39
CA-2021-10729,2021-12-16,66.38,Furniture,Tables,Central,1,0.2,7.95
CA-2021-10730,2021-12-16,163.8,Technology,Accessories,West,2,0.0,32.37
CA-2021-10731,2021-12-16,288.7,Office Supplies,Paper,South,6,0.15,33.02
CA-2021-10732,2021-12-17,582.01,Technology,Machines,Central,4,0.0,139.53
CA-2021-10733,2021-12-18,811.92,Technology,Phones,South,7,0.0,156.63
CA-2021-10734,2021-12-19,890.68,Furniture,Tables,East,15,0.2,184.99
CA-2021-10735,2021-12-20,55.6,Technology,Phones,East,2,0.2,10.01
CA-2021-10736,2021-12-20,481.74,Furniture,Tables,South,4,0.2,87.89
CA-2021-10737,2021-12-20,62.62,Office Supplies,Art,Central,1,0.2,13.1
CA-2021-10738,2021-12-21,528.68,Technology,Phones,East,4,0.0,87.57
CA-2021-10739,2021-12-21,39.91,Office Supplies,Storage,West,1,0.15,8.34
CA-2021-10740,2021-12-21,40.06,Furniture,Bookcases,West,1,0.15,7.4
CA-2021-10741,2021-12-22,254.29,Technology,Phones,South,1,0.15,27.62
CA-2021-10742,2021-12-22,398.93,Technology,Accessories,South,5,0.15,94.78
CA-2021-10743,2021-12-23,74.49,Office Supplies,Paper,Central,1,0.15,18.73
CA-2021-10744,2021-12-23,99.37,Office Supplies,Art,East,1,0.1,26.73
CA-2021-10745,2021-12-23,431.34,Furniture,Tables,East,15,0.1,90.21
CA-2021-10746,2021-12-24,329.63,Technology,Copiers,West,15,0.15,89.16
CA-2021-10747,2021-12-24,431.43,Furniture,Tables,South,8,0.15,104.57
CA-2021-10748,2021-12-25,190.77,Office Supplies,Art,Central,1,0.1,26.98
CA-2021-10749,2021-12-25,505.71,Technology,Copiers,East,6,0.1,49.37
CA-2021-10750,2021-12-25,106.89,Technology,Phones,Central,1,0.0,22.15
CA-2021-10751,2021-12-26,358.29,Technology,Machines,East,2,0.15,79.5
CA-2021-10752,2021-12-26,201.2,Office Supplies,Storage,South,2,0.2,44.14
CA-2021-10753,2021-12-26,260.67,Technology,Copiers,East,4,0.2,26.72
CA-2021-10754,2021-12-27,17.67,Technology,Machines,Central,1,0.15,4.47
CA-2021-10755,2021-12-27,103.41,Office Supplies,Appliances,South,1,0.2,19.53
CA-2021-10756,2021-12-27,476.62,Furniture,Tables,West,8,0.1,70.93
CA-2021-10757,2021-12-28,140.67,Technology,Copiers,South,1,0.1,13.03
CA-2021-10758,2021-12-28,476.65,Technology,Accessories,West,16,0.1,120.99
CA-2021-10759,2021-12-29,462.62,Technology,Phones,South,3,0.2,75.77
CA-2021-10760,2021-12-30,801.77,Technology,Accessories,South,9,0.1,183.82
CA-2021-10761,2021-12-31,812.24,Technology,Phones,East,17,0.0,205.02
CA-2022-10762,2022-01-01,0.05,Office Supplies,Binders,Central,1,0.15,0.01
CA-2022-10763,2022-01-01,590.59,Office Supplies,Paper,Central,7,0.2,83.59
CA-2022-10764,2022-01-02,246.51,Office Supplies,Binders,Central,2,0.2,21.64
CA-2022-10765,2022-01-02,321.97,Furniture,Furnishings,West,4,0.0,54.36
CA-2022-10766,2022-01-02,29.75,Technology,Phones,West,1,0.1,7.53
CA-2022-10767,2022-01-03,15.81,Technology,Machines,West,1,0.2,2.15
CA-2022-10768,2022-01-03,375.58,Office Supplies,Paper,South,2,0.2,94.87
CA-2022-10769,2022-01-03,18.85,Furniture,Chairs,West,1,0.15,2.74
CA-2022-10770,2022-01-04,287.35,Technology,Accessories,West,3,0.15,75.02
CA-2022-10771,2022-01-04,122.04,Furniture,Bookcases,East,1,0.0,33.03
CA-2022-10772,2022-01-05,249.49,Office Supplies,Paper,Central,2,0.1,55.78
CA-2022-10773,2022-01-05,249.91,Technology,Copiers,East,8,0.15,58.02
CA-2022-10774,2022-01-06,430.04,Furniture,Furnishings,West,5,0.0,104.9
CA-2022-10775,2022-01-06,2.98,Technology,Copiers,South,1,0.2,0.41
CA-2022-10776,2022-01-06,160.28,Office Supplies,Appliances,South,1,0.2,17.95
CA-2022-10777,2022-01-07,333.71,Office Supplies,Paper,South,3,0.15,63.21
CA-2022-10778,2022-01-07,59.72,Office Supplies,Storage,West,1,0.0,5.25
CA-2022-10779,2022-01-07,163.87,Office Supplies,Appliances,Central,3,0.15,24.66
CA-2022-10780,2022-01-08,689.31,Office Supplies,Paper,South,4,0.15,121.01
CA-2022-10781,2022-01-09,614.23,Technology,Copiers,Central,6,0.0,164.38
CA-2022-10782,2022-01-10,228.79,Office Supplies,Binders,Central,1,0.1,55.57
CA-2022-10783,2022-01-10,109.99,Office Supplies,Art,East,1,0.15,14.02
CA-2022-10784,2022-01-10,148.33,Office Supplies,Storage,South,1,0.2,32.52
CA-2022-10785,2022-01-11,263.3,Technology,Accessories,West,6,0.2,48.3
CA-2022-10786,2022-01-11,230.55,Furniture,Bookcases,East,2,0.1,21.78
CA-2022-10787,2022-01-11,39.68,Office Supplies,Paper,Central,1,0.0,6.03
CA-2022-10788,2022-01-12,420.05,Furniture,Chairs,West,5,0.2,43.96
CA-2022-10789,2022-01-13,523.16,Furniture,Chairs,West,3,0.2,116.63
CA-2022-10790,2022-01-14,565.31,Furniture,Chairs,West,4,0.2,148.84
CA-2022-10791,2022-01-15,50.28,Furniture,Bookcases,South,1,0.2,9.89
CA-2022-10792,2022-01-15,494.33,Technology,Copiers,South,18,0.15,88.9
CA-2022-10793,2022-01-16,556.81,Office Supplies,Art,East,7,0.0,65.74
CA-2022-10794,2022-01-16,122.0,Furniture,Tables,Central,1,0.0,20.27
CA-2022-10795,2022-01-17,117.73,Furniture,Tables,Central,1,0.2,28.38
CA-2022-10796,2022-01-17,145.05,Furniture,Tables,West,1,0.0,23.26
CA-2022-10797,2022-01-17,163.13,Office Supplies,Appliances,Central,2,0.2,28.72
CA-2022-10798,2022-01-18,179.76,Office Supplies,Paper,East,2,0.15,49.16
CA-2022-10799,2022-01-18,271.87,Furniture,Tables,Central,2,0.2,47.58
CA-2022-10800,2022-01-19,214.2,Office Supplies,Binders,South,5,0.2,35.51
CA-2022-10801,2022-01-19,353.45,Office Supplies,Binders,East,5,0.0,75.17
CA-2022-10802,2022-01-20,322.74,Office Supplies,Storage,West,2,0.1,30.24
CA-2022-10803,2022-01-20,78.37,Office Supplies,Binders,South,1,0.1,15.63
CA-2022-10804,2022-01-20,139.5,Technology,Machines,Central,1,0.15,20.65
CA-2022-10805,2022-01-21,548.94,Furniture,Bookcases,Central,7,0.1,125.14
CA-2022-10806,2022-01-21,25.35,Furniture,Chairs,East,1,0.0,3.48
CA-2022-10807,2022-01-21,126.75,Office Supplies,Appliances,South,2,0.15,27.99
CA-2022-10808,2022-01-22,309.3,Technology,Accessories,West,11,0.1,31.02
CA-2022-10809,2022-01-22,128.39,Technology,Accessories,Central,1,0.2,11.74
CA-2022-10810,2022-01-22,269.02,Office Supplies,Appliances,West,3,0.1,69.86
CA-2022-10811,2022-01-23,233.19,Furniture,Tables,West,5,0.0,49.75
CA-2022-10812,2022-01-23,458.78,Technology,Phones,Central,8,0.1,85.21
CA-2022-10813,2022-01-24,402.0,Furniture,Tables,South,4,0.2,67.35
CA-2022-10814,2022-01-24,71.35,Furniture,Tables,East,1,0.1,19.02
CA-2022-10815,2022-01-25,117.18,Office Supplies,Appliances,South,1,0.1,30.95
CA-2022-10816,2022-01-25,66.71,Office Supplies,Paper,Central,1,0.2,9.67
CA-2022-10817,2022-01-25,224.34,Furniture,Furnishings,West,2,0.1,38.48
CA-2022-10818,2022-01-26,645.75,Office Supplies,Storage,West,7,0.2,100.48
CA-2022-10819,2022-01-27,472.21,Office Supplies,Paper,South,6,0.15,48.92
CA-2022-10820,2022-01-27,69.7,Technology,Machines,East,1,0.1,6.98
CA-2022-10821,2022-01-28,309.22,Furniture,Tables,South,6,0.15,72.15
CA-2022-10822,2022-01-28,303.57,Technology,Accessories,West,3,0.0,60.76
CA-2022-10823,2022-01-28,144.99,Furniture,Furnishings,West,1,0.0,20.01
CA-2022-10824,2022-01-29,484.97,Furniture,Furnishings,South,6,0.0,85.9
CA-2022-10825,2022-01-29,113.27,Furniture,Furnishings,East,2,0.1,14.72
CA-2022-10826,2022-01-30,21.74,Office Supplies,Appliances,East,1,0.1,1.78
CA-2022-10827,2022-01-30,280.48,Technology,Accessories,West,2,0.2,24.41
CA-2022-10828,2022-01-30,476.45,Office Supplies,Art,East,6,0.0,89.32
CA-2022-10829,2022-01-31,306.11,Office Supplies,Binders,South,2,0.2,49.12
CA-2022-10830,2022-01-31,130.29,Technology,Copiers,Central,2,0.0,20.14
CA-2022-10831,2022-01-31,18.77,Technology,Machines,West,1,0.15,2.73
CA-2022-10832,2022-02-01,177.78,Office Supplies,Appliances,Central,2,0.2,42.97
CA-2022-10833,2022-02-01,21.82,Office Supplies,Paper,South,1,0.0,3.06
CA-2022-10834,2022-02-01,287.48,Furniture,Furnishings,East,3,0.1,59.48
CA-2022-10835,2022-02-02,18.9,Office Supplies,Appliances,South,1,0.15,5.06
CA-2022-10836,2022-02-02,360.84,Furniture,Chairs,Central,3,0.2,95.53
CA-2022-10837,2022-02-02,183.35,Technology,Accessories,Central,1,0.1,26.05
CA-2022-10838,2022-02-03,38.9,Office Supplies,Art,East,1,0.1,9.35
CA-2022-10839,2022-02-03,436.17,Technology,Phones,East,3,0.15,117.56
CA-2022-10840,2022-02-04,287.9,Furniture,Chairs,Central,3,0.15,39.83
CA-2022-10841,2022-02-04,86.95,Furniture,Tables,West,1,0.2,13.13
CA-2022-10842,2022-02-04,244.17,Technology,Copiers,South,2,0.1,52.45
CA-2022-10843,2022-02-05,2.64,Technology,Copiers,Central,1,0.2,0.43
CA-2022-10844,2022-02-05,421.69,Office Supplies,Paper,South,6,0.0,101.02
CA-2022-10845,2022-02-05,388.01,Technology,Copiers,South,2,0.1,61.0
CA-2022-10846,2022-02-06,214.81,Technology,Machines,East,6,0.0,35.11
CA-2022-10847,2022-02-06,15.62,Technology,Machines,Central,1,0.1,2.99
CA-2022-10848,2022-02-06,357.39,Technology,Copiers,South,5,0.0,49.38
CA-2022-10849,2022-02-07,472.5,Technology,Phones,South,9,0.2,44.92
CA-2022-10850,2022-02-07,95.61,Technology,Accessories,West,1,0.1,16.38
CA-2022-10851,2022-02-08,584.14,Furniture,Tables,West,10,0.15,161.66
CA-2022-10852,2022-02-09,525.28,Furniture,Chairs,East,4,0.0,61.86
CA-2022-10853,2022-02-10,668.76,Technology,Copiers,Central,5,0.0,68.47
CA-2022-10854,2022-02-11,319.35,Office Supplies,Paper,East,2,0.15,64.83
CA-2022-10855,2022-02-11,269.9,Technology,Machines,South,1,0.2,46.04
CA-2022-10856,2022-02-11,205.3,Office Supplies,Paper,South,3,0.0,40.23
CA-2022-10857,2022-02-12,619.72,Furniture,Chairs,East,22,0.0,98.2
CA-2022-10858,2022-02-12,353.79,Technology,Phones,Central,5,0.0,46.62
CA-2022-10859,2022-02-13,708.34,Technology,Accessories,Central,13,0.0,185.53
CA-2022-10860,2022-02-14,504.75,Technology,Copiers,South,15,0.15,101.98
CA-2022-10861,2022-02-15,292.01,Technology,Accessories,East,2,0.15,54.51
CA-2022-10862,2022-02-15,326.76,Furniture,Furnishings,West,8,0.1,58.71
CA-2022-10863,2022-02-16,588.11,Technology,Machines,West,10,0.1,163.53
CA-2022-10864,2022-02-17,86.15,Furniture,Bookcases,South,1,0.0,15.75
CA-2022-10865,2022-02-17,223.73,Technology,Copiers,East,1,0.0,26.29
CA-2022-10866,2022-02-17,196.43,Furniture,Chairs,West,3,0.15,23.0
CA-2022-10867,2022-02-18,127.35,Technology,Machines,West,1,0.0,24.69
CA-2022-10868,2022-02-18,104.95,Office Supplies,Binders,Central,1,0.2,18.01
CA-2022-10869,2022-02-18,606.93,Technology,Phones,Central,5,0.2,165.9
CA-2022-10870,2022-02-19,895.66,Office Supplies,Storage,West,8,0.15,93.06
CA-2022-10871,2022-02-20,766.19,Technology,Machines,East,11,0.0,68.64
CA-2022-10872,2022-02-21,50.06,Office Supplies,Binders,West,1,0.2,13.85
CA-2022-10873,2022-02-21,498.2,Technology,Accessories,East,4,0.2,77.81
CA-2022-10874,2022-02-22,352.28,Office Supplies,Storage,West,4,0.15,30.32
CA-2022-10875,2022-02-22,20.66,Office Supplies,Appliances,West,1,0.15,2.21
CA-2022-10876,2022-02-22,282.74,Office Supplies,Storage,Central,9,0.0,42.29
CA-2022-10877,2022-02-23,394.89,Office Supplies,Storage,East,3,0.0,48.76
CA-2022-10878,2022-02-23,314.88,Technology,Phones,South,2,0.2,85.31
CA-2022-10879,2022-02-24,218.32,Technology,Copiers,South,2,0.2,21.46
CA-2022-10880,2022-02-24,134.25,Office Supplies,Appliances,Central,1,0.2,19.14
CA-2022-10881,2022-02-24,468.41,Technology,Phones,East,3,0.0,75.81
CA-2022-10882,2022-02-25,689.48,Technology,Copiers,South,8,0.2,180.61
CA-2022-10883,2022-02-25,173.04,Technology,Copiers,East,3,0.0,33.54
CA-2022-10884,2022-02-26,744.94,Furniture,Chairs,South,9,0.2,100.52
CA-2022-10885,2022-02-27,352.22,Office Supplies,Storage,South,14,0.0,62.84
CA-2022-10886,2022-02-27,52.62,Office Supplies,Paper,Central,1,0.0,4.76
CA-2022-10887,2022-02-27,217.67,Furniture,Furnishings,Central,3,0.0,55.19
CA-2022-10888,2022-02-28,544.33,Office Supplies,Binders,South,4,0.0,91.3
CA-2022-10889,2022-03-01,669.56,Office Supplies,Binders,Central,12,0.1,139.13
CA-2022-10890,2022-03-02,627.55,Technology,Copiers,South,6,0.1,104.43
CA-2022-10891,2022-03-03,510.12,Furniture,Furnishings,Central,3,0.2,129.37
CA-2022-10892,2022-03-03,182.77,Furniture,Furnishings,South,1,0.1,18.73
CA-2022-10893,2022-03-04,55.41,Technology,Accessories,East,1,0.1,15.18
CA-2022-10894,2022-03-04,131.35,Office Supplies,Storage,East,1,0.1,27.3
CA-2022-10895,2022-03-04,512.6,Technology,Copiers,South,6,0.2,69.62
CA-2022-10896,2022-03-05,1005.98,Office Supplies,Binders,Central,31,0.15,210.51
CA-2022-10897,2022-03-06,958.56,Technology,Copiers,South,6,0.0,220.81
CA-2022-10898,2022-03-07,291.34,Office Supplies,Appliances,East,3,0.2,69.01
CA-2022-10899,2022-03-07,201.16,Technology,Accessories,West,3,0.1,53.57
CA-2022-10900,2022-03-08,560.75,Office Supplies,Binders,East,4,0.1,125.08
CA-2022-10901,2022-03-08,69.61,Office Supplies,Appliances,West,1,0.2,6.12
CA-2022-10902,2022-03-08,101.33,Furniture,Bookcases,South,1,0.0,17.21
CA-2022-10903,2022-03-09,416.24,Office Supplies,Storage,West,3,0.15,62.6
CA-2022-10904,2022-03-09,216.78,Furniture,Chairs,Central,4,0.0,28.37
CA-2022-10905,2022-03-10,381.12,Office Supplies,Binders,East,4,0.0,37.45
CA-2022-10906,2022-03-10,316.69,Office Supplies,Binders,East,2,0.2,37.26
CA-2022-10907,2022-03-11,51.7,Office Supplies,Appliances,East,1,0.0,10.3
CA-2022-10908,2022-03-11,875.08,Furniture,Tables,East,7,0.15,216.74
CA-2022-10909,2022-03-12,243.78,Furniture,Bookcases,West,6,0.0,56.52
CA-2022-10910,2022-03-12,469.36,Technology,Phones,Central,4,0.2,69.77
CA-2022-10911,2022-03-12,245.45,Furniture,Bookcases,West,2,0.1,57.77
CA-2022-10912,2022-03-13,36.99,Technology,Machines,South,1,0.0,5.28
CA-2022-10913,2022-03-13,880.06,Furniture,Chairs,South,6,0.0,99.71
CA-2022-10914,2022-03-14,490.29,Furniture,Tables,East,10,0.15,129.55
CA-2022-10915,2022-03-14,80.81,Technology,Phones,Central,1,0.2,15.74
CA-2022-10916,2022-03-15,311.96,Technology,Phones,West,15,0.1,43.35
CA-2022-10917,2022-03-15,500.57,Office Supplies,Binders,Central,3,0.15,131.68
CA-2022-10918,2022-03-16,275.01,Office Supplies,Paper,Central,6,0.2,52.01
CA-2022-10919,2022-03-16,28.54,Furniture,Furnishings,South,1,0.0,4.96
CA-2022-10920,2022-03-16,383.62,Technology,Machines,West,11,0.0,74.77
CA-2022-10921,2022-03-17,941.55,Office Supplies,Storage,East,20,0.0,177.95
CA-2022-10922,2022-03-18,1116.33,Furniture,Tables,West,22,0.2,241.72
CA-2022-10923,2022-03-19,200.91,Technology,Copiers,East,2,0.0,22.65
CA-2022-10924,2022-03-19,599.43,Office Supplies,Storage,East,4,0.15,63.76
CA-2022-10925,2022-03-20,502.12,Furniture,Tables,South,6,0.0,83.37
CA-2022-10926,2022-03-20,35.48,Technology,Machines,Central,1,0.1,9.48
CA-2022-10927,2022-03-20,475.5,Office Supplies,Storage,East,3,0.1,108.17
CA-2022-10928,2022-03-21,626.59,Furniture,Chairs,West,5,0.15,89.69
CA-2022-10929,2022-03-22,42.57,Office Supplies,Binders,East,1,0.15,5.41
CA-2022-10930,2022-03-22,702.16,Office Supplies,Storage,Central,5,0.1,71.26
CA-2022-10931,2022-03-23,825.21,Furniture,Furnishings,Central,7,0.2,105.1
CA-2022-10932,2022-03-24,645.98,Technology,Phones,East,23,0.0,90.36
CA-2022-10933,2022-03-24,59.45,Office Supplies,Binders,South,1,0.1,9.25
CA-2022-10934,2022-03-25,363.93,Technology,Phones,Central,2,0.15,33.07
CA-2022-10935,2022-03-25,484.48,Office Supplies,Appliances,West,17,0.2,109.25
CA-2022-10936,2022-03-26,466.64,Office Supplies,Binders,South,4,0.2,53.57
CA-2022-10937,2022-03-26,121.29,Furniture,Tables,East,1,0.15,18.47
CA-2022-10938,2022-03-26,326.99,Technology,Copiers,East,13,0.0,79.53
CA-2022-10939,2022-03-27,636.4,Office Supplies,Storage,Central,4,0.1,69.28
CA-2022-10940,2022-03-27,482.31,Office Supplies,Art,West,8,0.1,58.99
CA-2022-10941,2022-03-28,36.29,Technology,Phones,Central,1,0.0,7.72
CA-2022-10942,2022-03-28,186.13,Technology,Copiers,South,4,0.15,50.09
CA-2022-10943,2022-03-28,408.84,Office Supplies,Storage,West,4,0.1,33.32
CA-2022-10944,2022-03-29,303.16,Technology,Accessories,South,6,0.0,50.94
CA-2022-10945,2022-03-29,45.2,Furniture,Chairs,East,1,0.1,10.29
CA-2022-10946,2022-03-29,581.04,Furniture,Bookcases,Central,21,0.1,70.22
CA-2022-10947,2022-03-30,483.12,Furniture,Tables,South,5,0.1,66.77
CA-2022-10948,2022-03-30,241.02,Office Supplies,Binders,West,11,0.1,47.54
CA-2022-10949,2022-03-31,69.1,Office Supplies,Binders,Central,1,0.1,13.03
CA-2022-10950,2022-03-31,81.09,Technology,Machines,Central,2,0.0,16.59
CA-2022-10951,2022-03-31,501.54,Furniture,Tables,East,8,0.0,56.63
CA-2022-10952,2022-04-01,372.94,Office Supplies,Binders,Central,4,0.15,31.94
CA-2022-10953,2022-04-01,527.23,Technology,Accessories,Central,9,0.0,117.56
CA-2022-10954,2022-04-02,808.19,Furniture,Tables,South,6,0.15,65.44
CA-2022-10955,2022-04-03,914.82,Furniture,Chairs,West,39,0.2,253.96
CA-2022-10956,2022-04-04,286.0,Technology,Machines,Central,5,0.15,43.82
CA-2022-10957,2022-04-04,331.47,Furniture,Furnishings,South,5,0.1,44.34
CA-2022-10958,2022-04-04,178.93,Office Supplies,Storage,South,4,0.15,37.58
CA-2022-10959,2022-04-05,732.62,Furniture,Bookcases,West,12,0.0,150.0
CA-2022-10960,2022-04-06,266.16,Technology,Copiers,South,4,0.15,65.24
CA-2022-10961,2022-04-06,119.13,Office Supplies,Appliances,East,1,0.0,10.72
CA-2022-10962,2022-04-06,410.34,Furniture,Tables,South,2,0.15,85.77
CA-2022-10963,2022-04-07,813.6,Technology,Copiers,Central,15,0.2,157.33
CA-2022-10964,2022-04-08,953.39,Furniture,Chairs,East,8,0.0,90.04
CA-2022-10965,2022-04-09,95.06,Office Supplies,Paper,East,1,0.0,10.88
CA-2022-10966,2022-04-09,1027.47,Furniture,Bookcases,South,10,0.0,279.95
CA-2022-10967,2022-04-10,837.31,Office Supplies,Storage,South,5,0.15,101.57
CA-2022-10968,2022-04-10,86.13,Office Supplies,Paper,South,1,0.2,16.3
CA-2022-10969,2022-04-11,322.83,Office Supplies,Paper,West,2,0.1,42.79
CA-2022-10970,2022-04-11,376.52,Technology,Machines,East,11,0.15,37.74
CA-2022-10971,2022-04-12,621.81,Furniture,Tables,South,5,0.2,149.51
CA-2022-10972,2022-04-12,52.96,Office Supplies,Art,West,2,0.15,8.77
CA-2022-10973,2022-04-13,436.92,Office Supplies,Paper,East,3,0.0,76.42
CA-2022-10974,2022-04-13,515.69,Technology,Phones,West,5,0.2,101.53
CA-2022-10975,2022-04-14,203.44,Technology,Machines,West,2,0.2,36.29
CA-2022-10976,2022-04-14,566.27,Furniture,Bookcases,Central,4,0.2,100.4
CA-2022-10977,2022-04-15,1083.79,Office Supplies,Appliances,Central,18,0.1,123.67
CA-2022-10978,2022-04-16,177.32,Technology,Phones,East,1,0.2,24.05
CA-2022-10979,2022-04-16,356.86,Furniture,Tables,South,6,0.0,43.25
CA-2022-10980,2022-04-16,364.5,Furniture,Chairs,West,4,0.1,50.02
CA-2022-10981,2022-04-17,348.65,Technology,Phones,West,2,0.1,88.86
CA-2022-10982,2022-04-17,96.41,Office Supplies,Binders,Central,1,0.15,13.15
CA-2022-10983,2022-04-17,569.42,Furniture,Tables,South,11,0.1,67.87
CA-2022-10984,2022-04-18,40.49,Furniture,Furnishings,Central,1,0.2,9.14
CA-2022-10985,2022-04-18,732.42,Office Supplies,Storage,West,21,0.15,114.75
CA-2022-10986,2022-04-19,344.09,Technology,Copiers,South,3,0.15,53.4
CA-2022-10987,2022-04-19,328.02,Technology,Phones,West,7,0.2,27.42
CA-2022-10988,2022-04-19,151.32,Technology,Machines,South,1,0.1,31.4
CA-2022-10989,2022-04-20,43.28,Furniture,Tables,Central,1,0.1,7.68
CA-2022-10990,2022-04-20,787.24,Technology,Phones,Central,18,0.2,148.03
CA-2022-10991,2022-04-21,992.21,Technology,Copiers,East,8,0.15,276.95
